"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72494693232","2024-01-01","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  54.2","16","  46.8","16","9999.9"," 0","016.9","10","  7.9","16","  0.8","16","  5.1","999.9","  60.8","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-02","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  54.4","13","  45.7","13","9999.9"," 0","017.1","13"," 10.0","13","  4.8","13"," 17.1"," 20.0","  60.8","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-03","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  52.8","15","  45.6","15","9999.9"," 0","014.9","15","  9.3","15","  7.4","14"," 15.0"," 27.0","  57.2","*","  44.6","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-04","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  51.9","15","  41.8","15","9999.9"," 0","020.2","15"," 10.0","15","  2.2","15","  7.0","999.9","  57.2","*","  42.8","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-05","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  54.4","16","  46.0","16","9999.9"," 0","020.8","16","  9.9","16","  4.0","16"," 14.0"," 20.0","  60.8","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-06","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  48.5","11","  38.1","11","9999.9"," 0","015.4","11","  8.8","11","  2.5","11","  9.9","999.9","  55.4","*","  39.2","*","99.99"," ","999.9","010000"
"72494693232","2024-01-07","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  46.3","15","  35.8","15","9999.9"," 0","014.6","15"," 10.0","15","  3.7","15","  9.9","999.9","  51.8","*","  32.0","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-08","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  46.4","12","  32.6","12","9999.9"," 0","020.4","12"," 10.0","12","  2.4","12","  8.0","999.9","  57.2","*","  33.8","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-09","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  49.9","13","  40.0","13","9999.9"," 0","021.6","12","  9.2","13","  2.5","13"," 12.0"," 15.9","  57.2","*","  44.6","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-10","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  48.6","16","  42.9","16","9999.9"," 0","015.8","16","  7.9","16","  3.3","16","  8.9","999.9","  51.8","*","  42.8","*","99.99"," ","999.9","010000"
"72494693232","2024-01-12","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  45.5","10","  36.3","10","9999.9"," 0","020.5","10"," 10.0","10","  2.3","10","  7.0","999.9","  53.6","*","  35.6","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-13","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  51.7","13","  42.0","13","9999.9"," 0","016.8","13"," 10.0","13","  5.6","13"," 12.0","999.9","  57.2","*","  44.6","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-14","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  55.8","10","  47.8","10","9999.9"," 0","013.9"," 9","  8.5","10","  5.2","10"," 12.0","999.9","  59.0","*","  53.6","*","99.99"," ","999.9","010000"
"72494693232","2024-01-15","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  52.4","15","  46.3","15","9999.9"," 0","015.4","15","  7.4","15","  1.0","15","  6.0","999.9","  57.2","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-16","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  53.0","14","  46.5","14","9999.9"," 0","014.4","14"," 10.0","14","  1.5","14","  5.1","999.9","  60.8","*","  46.4","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-17","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  57.1","16","  50.7","15","9999.9"," 0","013.0","16","  6.8","16","  2.8","16"," 12.0","999.9","  60.8","*","  53.6","*","99.99"," ","999.9","010000"
"72494693232","2024-01-18","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  52.3","11","  46.1","11","9999.9"," 0","013.6","11"," 10.0","11","  1.2","11","  6.0","999.9","  60.8","*","  42.8","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-19","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  56.4","15","  45.9","15","9999.9"," 0","010.1","14"," 10.0","15","  3.3","15"," 11.1","999.9","  62.6","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-20","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  58.0","11","  51.1","11","9999.9"," 0","004.6","11","  9.7","11","  9.7","11"," 18.1","999.9","  60.8","*","  55.4","*","99.99"," ","999.9","010000"
"72494693232","2024-01-21","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  57.7"," 8","  51.3"," 8","9999.9"," 0","004.2"," 8","  9.6"," 8","  8.6"," 8"," 15.9","999.9","  62.6","*","  53.6","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-22","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  58.5","15","  53.8","15","9999.9"," 0","002.1","15","  7.3","15","  5.2","15"," 15.9"," 20.0","  60.8","*","  55.4","*","99.99"," ","999.9","010000"
"72494693232","2024-01-23","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  57.3","13","  51.9","13","9999.9"," 0","009.4","13"," 10.0","13","  4.2","13"," 12.0","999.9","  60.8","*","  55.4","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-24","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  56.6","14","  50.5","14","9999.9"," 0","013.2","14","  9.1","14","  7.5","14"," 15.9"," 22.0","  60.8","*","  53.6","*","99.99"," ","999.9","010000"
"72494693232","2024-01-25","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  56.3","12","  48.1","12","9999.9"," 0","017.9","12"," 10.0","12","  3.3","12","  9.9","999.9","  60.8","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-26","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  54.4","13","  46.5","13","9999.9"," 0","020.3","13","  9.8","13","  3.2","13","  8.0","999.9","  60.8","*","  46.4","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-27","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  56.5","13","  47.0","13","9999.9"," 0","020.9","13"," 10.0","13","  0.7","13","  2.9","999.9","  64.4","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-28","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  60.1","13","  49.9","13","9999.9"," 0","017.5","13"," 10.0","13","  0.7","13","  2.9","999.9","  71.6","*","  48.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-29","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  62.2"," 9","  51.8"," 9","9999.9"," 0","014.5"," 9"," 10.0"," 9","  2.3"," 9","  6.0","999.9","  73.4","*","  46.4","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-30","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  63.1","11","  46.7","11","9999.9"," 0","012.7","10"," 10.0","11","  2.6","11","  7.0","999.9","  71.6","*","  51.8","*"," 0.00","I","999.9","000000"
"72494693232","2024-01-31","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  59.6","15","  41.1","15","9999.9"," 0","005.6","14"," 10.0","15"," 11.4","15"," 17.1"," 25.1","  64.4","*","  57.2","*"," 0.00","I","999.9","000000"
"72494693232","2024-02-01","37.33333","-121.81667","40.5","SAN JOSE REID HILLVIEW AIRPORT, CA US","  54.5","12","  47.9","12","9999.9"," 0","001.0","10","  9.8","12","  6.2","12"," 13.0"," 18.1","  60.8","*","  50.0","*","99.99"," ","999.9","010000"
